#Area = 1.0,
0.00280112,0.030162822
0.014005602,0.030101764
0.028011204,0.030040706
0.042016807,0.030040706
0.054154995,0.030101764
0.068160598,0.030162822
0.080298786,0.030223881
0.092436975,0.030162822
0.106442577,0.030101764
0.113912232,0.030101764
0.128851541,0.030040706
0.14379085,0.029979647
0.157796452,0.029979647
0.171802054,0.029979647
0.183006536,0.029979647
0.197012138,0.030101764
0.20821662,0.030040706
0.219421102,0.029918589
0.235294118,0.029857531
0.245564893,0.029857531
0.260504202,0.029979647
0.271708683,0.029979647
0.285714286,0.029979647
0.298786181,0.029979647
0.31092437,0.029979647
0.322128852,0.029918589
0.33426704,0.029918589
0.348272642,0.029918589
0.361344538,0.029979647
0.373482726,0.029979647
0.387488329,0.029979647
0.400560224,0.029979647
0.414565826,0.029979647
0.426704015,0.029979647
0.43697479,0.029979647
0.451914099,0.029918589
0.463118581,0.029979647
0.48085901,0.029979647
0.492997199,0.029979647
0.505135387,0.029979647
0.515406162,0.029979647
0.530345472,0.029857531
0.543417367,0.029918589
0.554621849,0.029857531
0.570494865,0.029857531
0.592903828,0.029918589
0.610644258,0.029796472
0.629318394,0.029796472
0.643323996,0.029674356
0.657329599,0.029613297
0.672268908,0.029613297
0.684407096,0.02949118
0.696545285,0.029369064
0.70961718,0.029246947
0.721755369,0.028941655
0.734827264,0.028575305
0.746031746,0.027964722
0.759103641,0.027354138
0.772175537,0.026255088
0.786181139,0.025217096
0.798319328,0.023568521
0.81232493,0.021370421
0.826330532,0.018744912
0.836601307,0.015081411
0.846872082,0.011295794
0.862745098,0.006472185
0.8767507,0.000610583
0.877684407,0
