#Area = 1.0
0.001076319,0.024544271
0.016144783,0.024511719
0.025831653,0.024544271
0.036594842,0.024511719
0.051663306,0.024576823
0.062426495,0.024544271
0.075342321,0.024544271
0.088258148,0.024544271
0.101173975,0.024544271
0.111937163,0.024479167
0.122700352,0.024544271
0.136692498,0.024544271
0.148532005,0.024511719
0.161447832,0.024511719
0.172211021,0.024479167
0.184050528,0.024511719
0.196966355,0.024511719
0.2109585,0.024479167
0.221721689,0.024479167
0.232484878,0.024511719
0.244324385,0.024511719
0.25939285,0.024511719
0.270156038,0.024511719
0.284148184,0.024446615
0.294911373,0.024544271
0.30675088,0.024479167
0.321819345,0.024446615
0.332582533,0.024511719
0.34549836,0.024414063
0.357337868,0.024479167
0.368101056,0.024316406
0.378864245,0.024479167
0.392856391,0.024446615
0.406848536,0.024414063
0.420840681,0.024414063
0.447748653,0.024446615
0.467122393,0.024414063
0.488648771,0.024414063
0.514480424,0.02438151
0.540312077,0.024348958
0.553227903,0.024414063
0.581212194,0.024414063
0.601662253,0.024414063
0.616730717,0.02438151
0.643638689,0.024414063
0.665165067,0.024348958
0.684538807,0.024348958
0.70068359,0.024316406
0.716828373,0.024316406
0.734049475,0.024186198
0.746965302,0.024251302
0.769567998,0.024186198
0.784636462,0.024153646
0.802933883,0.024088542
0.819078666,0.024088542
0.831994493,0.02405599
0.851368233,0.023958333
0.866436697,0.023828125
0.88258148,0.023828125
0.895497307,0.023665365
0.907336814,0.023502604
0.919176322,0.023404948
0.934244786,0.023242188
0.941779019,0.023014323
0.956847483,0.022721354
0.967610672,0.022363281
0.979450179,0.021809896
0.991289687,0.02109375
1.003129195,0.02014974
1.016045021,0.018684896
1.027884529,0.016861979
1.040800355,0.014550781
1.048334588,0.012174479
1.052639863,0.010904948
1.058021457,0.009733073
1.06555569,0.006933594
1.068784646,0.00625
1.074166241,0.004231771
1.079547835,0.00218099
1.080624154,0.001106771
1.082776792,0.000553385
1.083853111,0.000130208
1.084929429,-6.51042E-05
